,Year_route,Quarter_route,miles_distance,daily_passengers,average_fare,ROUTE,AIR_TIME_MEAN
1474,2012,3,2611,3638,304.98,LAXBOS,9909.71
1475,2012,4,2611,3278,288.78,LAXBOS,9909.71
1476,2013,1,2611,2702,279.87,LAXBOS,9909.71
1477,2011,3,1283,2722,166.25,MIABOS,14069.86
1478,2011,4,1283,3085,187.39,MIABOS,14069.86
1479,2012,1,1283,4046,199.99,MIABOS,14069.86
1480,2012,2,1283,3323,201.18,MIABOS,14069.86
1481,2012,3,1283,2625,180.76,MIABOS,14069.86
1482,2012,4,1283,3313,191.74,MIABOS,14069.86
1483,2013,1,1283,4185,197.89,MIABOS,14069.86
1484,2011,3,1124,1461,244.29,MSPBOS,3192.16
1485,2011,4,1124,1125,261.41,MSPBOS,3192.16
1486,2012,1,1124,775,285.78,MSPBOS,3192.16
1487,2012,2,1124,1295,281.49,MSPBOS,3192.16
1488,2012,3,1124,1438,254.85,MSPBOS,3192.16
1489,2012,4,1124,1108,275.65,MSPBOS,3192.16
1490,2013,1,1124,783,290.16,MSPBOS,3192.16
1491,2011,3,209,3558,192.74,JFKBOS,1893.51
1492,2011,3,209,3558,192.74,LGABOS,4416.51
1493,2011,3,209,3558,192.74,EWRBOS,1512.5
1494,2011,4,209,3671,190.77,JFKBOS,1893.51
1495,2011,4,209,3671,190.77,LGABOS,4416.51
1496,2011,4,209,3671,190.77,EWRBOS,1512.5
1497,2012,1,209,3300,194.98,JFKBOS,1893.51
1498,2012,1,209,3300,194.98,LGABOS,4416.51
1499,2012,1,209,3300,194.98,EWRBOS,1512.5
1500,2012,2,209,3883,201.31,JFKBOS,1893.51
1501,2012,2,209,3883,201.31,LGABOS,4416.51
1502,2012,2,209,3883,201.31,EWRBOS,1512.5
1503,2012,3,209,3573,191.49,JFKBOS,1893.51
1504,2012,3,209,3573,191.49,LGABOS,4416.51
1505,2012,3,209,3573,191.49,EWRBOS,1512.5
1506,2012,4,209,3680,184.31,JFKBOS,1893.51
1507,2012,4,209,3680,184.31,LGABOS,4416.51
1508,2012,4,209,3680,184.31,EWRBOS,1512.5
1509,2013,1,209,3350,193.27,JFKBOS,1893.51
1510,2013,1,209,3350,193.27,LGABOS,4416.51
1511,2013,1,209,3350,193.27,EWRBOS,1512.5
1512,2011,3,1142,3654,147.78,MCOBOS,6141.45
1513,2011,4,1142,3961,168.78,MCOBOS,6141.45
1514,2012,1,1142,4314,179.97,MCOBOS,6141.45
1515,2012,2,1142,4396,186.12,MCOBOS,6141.45
1516,2012,3,1142,3403,163.49,MCOBOS,6141.45
1517,2012,4,1142,4043,168.38,MCOBOS,6141.45
1518,2013,1,1142,4838,164.15,MCOBOS,6141.45
1519,2011,3,289,2470,133.44,PHLBOS,2696.25
1520,2011,4,289,2659,126.75,PHLBOS,2696.25
1521,2012,1,289,1847,191.46,PHLBOS,2696.25
1522,2012,2,289,1752,252.35,PHLBOS,2696.25
1523,2012,3,289,1543,254.01,PHLBOS,2696.25
1524,2012,4,289,1538,256.72,PHLBOS,2696.25
1525,2013,1,289,1341,281.64,PHLBOS,2696.25
1526,2011,3,2300,1173,215.21,PHXBOS,9709.22
1527,2011,4,2300,1246,225.01,PHXBOS,9709.22
1528,2012,1,2300,1190,215.65,PHXBOS,9709.22
1529,2012,2,2300,1411,232.58,PHXBOS,9709.22
1530,2012,3,2300,1112,234.12,PHXBOS,9709.22
1531,2012,4,2300,1185,240.33,PHXBOS,9709.22
1532,2013,1,2300,1102,244.01,PHXBOS,9709.22
1533,2011,3,2704,3709,319.63,SFOBOS,14109.15
1534,2011,4,2704,3235,302.87,SFOBOS,14109.15
1535,2012,1,2704,2630,284.22,SFOBOS,14109.15
1536,2012,2,2704,3722,326.7,SFOBOS,14109.15
1537,2012,3,2704,3962,327.71,SFOBOS,14109.15
1538,2012,4,2704,3414,326.23,SFOBOS,14109.15
1539,2013,1,2704,2712,338.24,SFOBOS,14109.15
1540,2011,3,2496,1384,297.27,SEABOS,10417.04
1541,2011,4,2496,951,274.34,SEABOS,10417.04
1542,2012,1,2496,735,255.47,SEABOS,10417.04
1543,2012,2,2496,1151,290.9,SEABOS,10417.04
1544,2012,3,2496,1327,308.66,SEABOS,10417.04
1545,2012,4,2496,971,292.37,SEABOS,10417.04
1546,2013,1,2496,693,282.85,SEABOS,10417.04
1547,2011,3,599,1000,225.43,ORDCLT,3580.67
1548,2011,4,599,894,239.54,ORDCLT,3580.67
1549,2012,1,599,689,275.7,ORDCLT,3580.67
1550,2012,2,599,984,240.24,ORDCLT,3580.67
1551,2012,3,599,987,257.74,ORDCLT,3580.67
1552,2012,4,599,966,248.33,ORDCLT,3580.67
1553,2013,1,599,772,266.08,ORDCLT,3580.67
1554,2011,3,936,658,273.86,DFWCLT,7190.28
1555,2011,4,936,569,320.96,DFWCLT,7190.28
1556,2012,1,936,600,309.67,DFWCLT,7190.28
1557,2012,2,936,754,297.69,DFWCLT,7190.28
1558,2012,3,936,628,301.01,DFWCLT,7190.28
1559,2012,4,936,746,264.22,DFWCLT,7190.28
1560,2013,1,936,637,291.24,DFWCLT,7190.28
1561,2011,3,1337,391,296.21,DENCLT,7705.44
1562,2011,4,1337,375,274.79,DENCLT,7705.44
1563,2012,1,1337,347,281.24,DENCLT,7705.44
1564,2012,2,1337,395,285.72,DENCLT,7705.44
1565,2012,3,1337,427,293.69,DENCLT,7705.44
1566,2012,4,1337,399,293.73,DENCLT,7705.44
1567,2013,1,1337,365,293.58,DENCLT,7705.44
1568,2011,3,500,393,236.79,DTWCLT,1654.79
1569,2011,4,500,338,267.95,DTWCLT,1654.79
1570,2012,1,500,318,277.97,DTWCLT,1654.79
1571,2012,2,500,426,256.87,DTWCLT,1654.79
1572,2012,3,500,357,276.51,DTWCLT,1654.79
1573,2012,4,500,390,261.57,DTWCLT,1654.79
1574,2013,1,500,311,299.88,DTWCLT,1654.79
1575,2011,3,920,394,273.2,IAHCLT,5271.61
1576,2011,4,920,349,298.66,IAHCLT,5271.61
1577,2012,1,920,318,358.81,IAHCLT,5271.61
1578,2012,2,920,364,358.02,IAHCLT,5271.61
1579,2012,3,920,367,336.37,IAHCLT,5271.61
1580,2012,4,920,381,319.97,IAHCLT,5271.61
1581,2013,1,920,352,321.61,IAHCLT,5271.61
1582,2011,3,1916,539,247.91,LASCLT,12182.19
1583,2011,4,1916,513,262.71,LASCLT,12182.19
1584,2012,1,1916,526,270.9,LASCLT,12182.19
1585,2012,2,1916,607,264.81,LASCLT,12182.19
1586,2012,3,1916,477,265.23,LASCLT,12182.19
1587,2012,4,1916,508,257.78,LASCLT,12182.19
1588,2013,1,1916,609,258.5,LASCLT,12182.19
1589,2011,3,2125,772,313.54,LAXCLT,13922.77
1590,2011,4,2125,799,302.61,LAXCLT,13922.77
1591,2012,1,2125,647,330.17,LAXCLT,13922.77
1592,2012,2,2125,915,301.89,LAXCLT,13922.77
1593,2012,3,2125,860,302.25,LAXCLT,13922.77
1594,2012,4,2125,825,311.77,LAXCLT,13922.77
1595,2013,1,2125,712,335.1,LAXCLT,13922.77
1596,2011,3,650,669,211.5,MIACLT,5537.14
1597,2011,4,650,794,207.3,MIACLT,5537.14
1598,2012,1,650,736,229.44,MIACLT,5537.14
1599,2012,2,650,749,223.57,MIACLT,5537.14
1600,2012,3,650,647,223.27,MIACLT,5537.14
1601,2012,4,650,768,221.94,MIACLT,5537.14
1602,2013,1,650,776,231.15,MIACLT,5537.14
1603,2011,3,930,454,247.4,MSPCLT,2784.03
1604,2011,4,930,426,259.41,MSPCLT,2784.03
1605,2012,1,930,285,333.81,MSPCLT,2784.03
1606,2012,2,930,422,309.8,MSPCLT,2784.03
1607,2012,3,930,452,268.69,MSPCLT,2784.03
1608,2012,4,930,409,272.5,MSPCLT,2784.03
1609,2013,1,930,320,319.48,MSPCLT,2784.03
1610,2011,3,575,2813,180.95,JFKCLT,3449.72
1611,2011,3,575,2813,180.95,LGACLT,5754.84
1612,2011,3,575,2813,180.95,EWRCLT,3541.34
1613,2011,4,575,2970,177.87,JFKCLT,3449.72
1614,2011,4,575,2970,177.87,LGACLT,5754.84
1615,2011,4,575,2970,177.87,EWRCLT,3541.34
1616,2012,1,575,2360,184.67,JFKCLT,3449.72
1617,2012,1,575,2360,184.67,LGACLT,5754.84
1618,2012,1,575,2360,184.67,EWRCLT,3541.34
1619,2012,2,575,3263,172.7,JFKCLT,3449.72
1620,2012,2,575,3263,172.7,LGACLT,5754.84
1621,2012,2,575,3263,172.7,EWRCLT,3541.34
1622,2012,3,575,3298,163.26,JFKCLT,3449.72
1623,2012,3,575,3298,163.26,LGACLT,5754.84
1624,2012,3,575,3298,163.26,EWRCLT,3541.34
1625,2012,4,575,3513,148.51,JFKCLT,3449.72
1626,2012,4,575,3513,148.51,LGACLT,5754.84
1627,2012,4,575,3513,148.51,EWRCLT,3541.34
1628,2013,1,575,2928,152.05,JFKCLT,3449.72
1629,2013,1,575,2928,152.05,LGACLT,5754.84
1630,2013,1,575,2928,152.05,EWRCLT,3541.34
1631,2011,3,468,613,149.45,MCOCLT,2794.91
1632,2011,4,468,803,138.61,MCOCLT,2794.91
1633,2012,1,468,813,151.5,MCOCLT,2794.91
1634,2012,2,468,891,133.71,MCOCLT,2794.91
1635,2012,3,468,579,168.62,MCOCLT,2794.91
1636,2012,4,468,525,220.63,MCOCLT,2794.91
1637,2013,1,468,571,224.53,MCOCLT,2794.91
1638,2011,3,449,602,250.44,PHLCLT,1878.5
1639,2011,4,449,573,244.59,PHLCLT,1878.5
1640,2012,1,449,544,262.21,PHLCLT,1878.5
1641,2012,2,449,626,261.29,PHLCLT,1878.5
1642,2012,3,449,536,261.08,PHLCLT,1878.5
1643,2012,4,449,532,262.12,PHLCLT,1878.5
1644,2013,1,449,549,261.66,PHLCLT,1878.5
1645,2011,3,1773,297,312.36,PHXCLT,12776.34
1646,2011,4,1773,363,303.42,PHXCLT,12776.34
1647,2012,1,1773,346,322.44,PHXCLT,12776.34
1648,2012,2,1773,368,309.09,PHXCLT,12776.34
1649,2012,3,1773,301,303.16,PHXCLT,12776.34
1650,2012,4,1773,397,300.49,PHXCLT,12776.34
1651,2013,1,1773,424,305.05,PHXCLT,12776.34
1652,2011,3,2296,584,342.16,SFOCLT,15176.21
1653,2011,4,2296,542,339.03,SFOCLT,15176.21
1654,2012,1,2296,504,342.26,SFOCLT,15176.21
1655,2012,2,2296,661,348.08,SFOCLT,15176.21
1656,2012,3,2296,635,339.53,SFOCLT,15176.21
1657,2012,4,2296,567,356.76,SFOCLT,15176.21
1658,2013,1,2296,502,358.92,SFOCLT,15176.21
1659,2011,3,2279,386,294.22,SEACLT,6886.62
1660,2011,4,2279,264,287.63,SEACLT,6886.62
1661,2012,1,2279,199,306.71,SEACLT,6886.62
1662,2012,2,2279,316,308.97,SEACLT,6886.62
1663,2012,3,2279,372,310.8,SEACLT,6886.62
1664,2012,4,2279,231,330.2,SEACLT,6886.62
1665,2013,1,2279,219,290.6,SEACLT,6886.62
1666,2011,3,802,3146,216.03,DFWORD,7209.3
1667,2011,4,802,3399,188.95,DFWORD,7209.3
1668,2012,1,802,2689,217.2,DFWORD,7209.3
1669,2012,2,802,3220,228.67,DFWORD,7209.3
1670,2012,3,802,3427,209.72,DFWORD,7209.3
1671,2012,4,802,3254,210.38,DFWORD,7209.3
1672,2013,1,802,2712,210.31,DFWORD,7209.3
1673,2011,3,895,3057,188.85,DENORD,4906.28
1674,2011,4,895,2760,171.54,DENORD,4906.28
1675,2012,1,895,2347,170.23,DENORD,4906.28
1676,2012,2,895,2898,169.52,DENORD,4906.28
1677,2012,3,895,3383,171.12,DENORD,4906.28
1678,2012,4,895,2905,164.87,DENORD,4906.28
1679,2013,1,895,2685,168.97,DENORD,4906.28
1680,2011,3,235,1464,149.86,DTWORD,1126.24
1681,2011,4,235,1497,138.47,DTWORD,1126.24
1682,2012,1,235,1438,133.13,DTWORD,1126.24
1683,2012,2,235,1522,146.7,DTWORD,1126.24
1684,2012,3,235,1468,139.76,DTWORD,1126.24
1685,2012,4,235,1542,143.29,DTWORD,1126.24
1686,2013,1,235,1370,145.1,DTWORD,1126.24
1687,2011,3,945,2338,226.19,IAHORD,5167.16
1688,2011,4,945,2179,225.53,IAHORD,5167.16
1689,2012,1,945,1725,263.74,IAHORD,5167.16
1690,2012,2,945,2145,271.69,IAHORD,5167.16
1691,2012,3,945,2207,257.68,IAHORD,5167.16
1692,2012,4,945,2320,252.92,IAHORD,5167.16
1693,2013,1,945,2024,247.19,IAHORD,5167.16
1694,2011,3,1521,3338,195.15,LASORD,9918.59
1695,2011,4,1521,3048,183.85,LASORD,9918.59
1696,2012,1,1521,3326,183.5,LASORD,9918.59
1697,2012,2,1521,3512,197.42,LASORD,9918.59
1698,2012,3,1521,3301,188.04,LASORD,9918.59
1699,2012,4,1521,2942,201.88,LASORD,9918.59
1700,2013,1,1521,2958,215.33,LASORD,9918.59
1701,2011,3,1750,6272,219.45,LAXORD,13196.34
1702,2011,4,1750,5657,214.93,LAXORD,13196.34
1703,2012,1,1750,5141,197.84,LAXORD,13196.34
1704,2012,2,1750,5981,231.59,LAXORD,13196.34
1705,2012,3,1750,5946,237.66,LAXORD,13196.34
1706,2012,4,1750,5495,243.9,LAXORD,13196.34
1707,2013,1,1750,4725,233.89,LAXORD,13196.34
1708,2011,3,1197,2755,168.97,MIAORD,6671.14
1709,2011,4,1197,3370,196.23,MIAORD,6671.14
1710,2012,1,1197,3708,207.49,MIAORD,6671.14
1711,2012,2,1197,3338,184.63,MIAORD,6671.14
1712,2012,3,1197,2783,166.27,MIAORD,6671.14
1713,2012,4,1197,3475,196.72,MIAORD,6671.14
1714,2013,1,1197,3868,214.62,MIAORD,6671.14
1715,2011,3,349,2984,145.33,MSPORD,2003.07
1716,2011,4,349,2857,161.0,MSPORD,2003.07
1717,2012,1,349,2440,145.97,MSPORD,2003.07
1718,2012,2,349,2987,149.76,MSPORD,2003.07
1719,2012,3,349,3012,132.4,MSPORD,2003.07
1720,2012,4,349,3042,128.89,MSPORD,2003.07
1721,2013,1,349,2521,135.73,MSPORD,2003.07
1722,2011,3,773,10321,182.35,JFKORD,3102.96
1723,2011,3,773,10321,182.35,LGAORD,15450.42
1724,2011,3,773,10321,182.35,EWRORD,4803.87
1725,2011,4,773,10209,170.98,JFKORD,3102.96
1726,2011,4,773,10209,170.98,LGAORD,15450.42
1727,2011,4,773,10209,170.98,EWRORD,4803.87
1728,2012,1,773,8117,171.04,JFKORD,3102.96
1729,2012,1,773,8117,171.04,LGAORD,15450.42
1730,2012,1,773,8117,171.04,EWRORD,4803.87
1731,2012,2,773,10572,196.45,JFKORD,3102.96
1732,2012,2,773,10572,196.45,LGAORD,15450.42
1733,2012,2,773,10572,196.45,EWRORD,4803.87
1734,2012,3,773,10418,193.67,JFKORD,3102.96
1735,2012,3,773,10418,193.67,LGAORD,15450.42
1736,2012,3,773,10418,193.67,EWRORD,4803.87
1737,2012,4,773,9643,199.93,JFKORD,3102.96
1738,2012,4,773,9643,199.93,LGAORD,15450.42
1739,2012,4,773,9643,199.93,EWRORD,4803.87
1740,2013,1,773,8084,194.72,JFKORD,3102.96
1741,2013,1,773,8084,194.72,LGAORD,15450.42
1742,2013,1,773,8084,194.72,EWRORD,4803.87
1743,2011,3,1005,2770,159.18,MCOORD,7792.38
1744,2011,4,1005,3228,170.82,MCOORD,7792.38
1745,2012,1,1005,3592,172.45,MCOORD,7792.38
1746,2012,2,1005,3939,161.66,MCOORD,7792.38
1747,2012,3,1005,3191,144.83,MCOORD,7792.38
1748,2012,4,1005,3418,168.01,MCOORD,7792.38
1749,2013,1,1005,3457,186.41,MCOORD,7792.38
1750,2011,3,678,2412,216.91,PHLORD,4371.72
1751,2011,4,678,2371,203.46,PHLORD,4371.72
1752,2012,1,678,1874,214.8,PHLORD,4371.72
1753,2012,2,678,2532,226.08,PHLORD,4371.72
1754,2012,3,678,2588,198.45,PHLORD,4371.72
1755,2012,4,678,2530,199.71,PHLORD,4371.72
1756,2013,1,678,1962,209.61,PHLORD,4371.72
1757,2011,3,1444,2216,205.75,PHXORD,8894.0
1758,2011,4,1444,2562,212.43,PHXORD,8894.0
1759,2012,1,1444,2536,234.43,PHXORD,8894.0
1760,2012,2,1444,2334,233.79,PHXORD,8894.0
1761,2012,3,1444,1989,223.87,PHXORD,8894.0
1762,2012,4,1444,2568,217.01,PHXORD,8894.0
1763,2013,1,1444,2861,220.79,PHXORD,8894.0
1764,2011,3,1855,4548,250.61,SFOORD,13909.54
1765,2011,4,1855,4068,228.1,SFOORD,13909.54
1766,2012,1,1855,3391,216.75,SFOORD,13909.54
1767,2012,2,1855,4179,268.99,SFOORD,13909.54
1768,2012,3,1855,4347,275.59,SFOORD,13909.54
1769,2012,4,1855,3893,279.56,SFOORD,13909.54
1770,2013,1,1855,3150,266.38,SFOORD,13909.54
1771,2011,3,1733,1941,260.53,SEAORD,10490.01
1772,2011,4,1733,1515,220.99,SEAORD,10490.01
1773,2012,1,1733,1151,226.06,SEAORD,10490.01
1774,2012,2,1733,1695,257.2,SEAORD,10490.01
1775,2012,3,1733,1907,266.94,SEAORD,10490.01
1776,2012,4,1733,1547,253.85,SEAORD,10490.01
1777,2013,1,1733,1155,243.23,SEAORD,10490.01
1778,2011,3,651,2165,172.85,DENDFW,3745.93
1779,2011,4,651,1918,196.18,DENDFW,3745.93
1780,2012,1,651,1825,194.46,DENDFW,3745.93
1781,2012,2,651,1998,176.42,DENDFW,3745.93
1782,2012,3,651,2212,154.44,DENDFW,3745.93
1783,2012,4,651,2129,149.81,DENDFW,3745.93
1784,2013,1,651,2288,152.27,DENDFW,3745.93
1785,2011,3,986,835,255.07,DTWDFW,5172.94
1786,2011,4,986,856,258.64,DTWDFW,5172.94
1787,2012,1,986,721,283.41,DTWDFW,5172.94
1788,2012,2,986,812,295.52,DTWDFW,5172.94
1789,2012,3,986,1016,251.51,DTWDFW,5172.94
1790,2012,4,986,990,232.5,DTWDFW,5172.94
1791,2013,1,986,950,213.22,DTWDFW,5172.94
1792,2011,3,247,3150,156.04,IAHDFW,1528.06
1793,2011,4,247,3157,164.9,IAHDFW,1528.06
1794,2012,1,247,3333,153.27,IAHDFW,1528.06
1795,2012,2,247,3450,152.49,IAHDFW,1528.06
1796,2012,3,247,3051,155.98,IAHDFW,1528.06
1797,2012,4,247,3109,154.68,IAHDFW,1528.06
1798,2013,1,247,3147,157.66,IAHDFW,1528.06
1799,2011,3,1067,2516,163.56,LASDFW,8735.49
1800,2011,4,1067,2273,180.95,LASDFW,8735.49
1801,2012,1,1067,2190,188.48,LASDFW,8735.49
1802,2012,2,1067,2132,199.76,LASDFW,8735.49
1803,2012,3,1067,2071,182.86,LASDFW,8735.49
1804,2012,4,1067,2140,180.52,LASDFW,8735.49
1805,2013,1,1067,2099,193.15,LASDFW,8735.49
1806,2011,3,1246,4408,207.79,LAXDFW,9797.87
1807,2011,4,1246,4503,206.72,LAXDFW,9797.87
1808,2012,1,1246,3887,205.52,LAXDFW,9797.87
1809,2012,2,1246,4243,239.14,LAXDFW,9797.87
1810,2012,3,1246,4198,225.24,LAXDFW,9797.87
1811,2012,4,1246,3963,230.1,LAXDFW,9797.87
1812,2013,1,1246,3590,241.83,LAXDFW,9797.87
1813,2011,3,1121,1571,175.48,MIADFW,10435.7
1814,2011,4,1121,1641,189.21,MIADFW,10435.7
1815,2012,1,1121,1559,217.93,MIADFW,10435.7
1816,2012,2,1121,1587,228.41,MIADFW,10435.7
1817,2012,3,1121,1481,191.67,MIADFW,10435.7
1818,2012,4,1121,1486,207.51,MIADFW,10435.7
1819,2013,1,1121,1524,226.65,MIADFW,10435.7
1820,2011,3,853,1111,211.85,MSPDFW,3817.69
1821,2011,4,853,921,252.21,MSPDFW,3817.69
1822,2012,1,853,816,282.85,MSPDFW,3817.69
1823,2012,2,853,1033,262.92,MSPDFW,3817.69
1824,2012,3,853,1042,241.48,MSPDFW,3817.69
1825,2012,4,853,990,223.08,MSPDFW,3817.69
1826,2013,1,853,934,221.94,MSPDFW,3817.69
1827,2011,3,1428,3496,334.15,JFKDFW,3294.06
1828,2011,3,1428,3496,334.15,LGADFW,25962.22
1829,2011,3,1428,3496,334.15,EWRDFW,8491.85
1830,2011,4,1428,3484,362.68,JFKDFW,3294.06
1831,2011,4,1428,3484,362.68,LGADFW,25962.22
1832,2011,4,1428,3484,362.68,EWRDFW,8491.85
1833,2012,1,1428,2857,401.68,JFKDFW,3294.06
1834,2012,1,1428,2857,401.68,LGADFW,25962.22
1835,2012,1,1428,2857,401.68,EWRDFW,8491.85
1836,2012,2,1428,3731,358.19,JFKDFW,3294.06
1837,2012,2,1428,3731,358.19,LGADFW,25962.22
1838,2012,2,1428,3731,358.19,EWRDFW,8491.85
1839,2012,3,1428,3498,335.85,JFKDFW,3294.06
1840,2012,3,1428,3498,335.85,LGADFW,25962.22
1841,2012,3,1428,3498,335.85,EWRDFW,8491.85
1842,2012,4,1428,3751,309.85,JFKDFW,3294.06
1843,2012,4,1428,3751,309.85,LGADFW,25962.22
1844,2012,4,1428,3751,309.85,EWRDFW,8491.85
1845,2013,1,1428,3395,315.71,JFKDFW,3294.06
1846,2013,1,1428,3395,315.71,LGADFW,25962.22
1847,2013,1,1428,3395,315.71,EWRDFW,8491.85
1848,2011,3,985,1718,171.14,MCODFW,8845.12
1849,2011,4,985,1536,201.71,MCODFW,8845.12
1850,2012,1,985,1455,228.78,MCODFW,8845.12
1851,2012,2,985,1631,214.86,MCODFW,8845.12
1852,2012,3,985,1382,201.51,MCODFW,8845.12
1853,2012,4,985,1452,213.51,MCODFW,8845.12
1854,2013,1,985,1552,215.98,MCODFW,8845.12
1855,2011,3,1303,1154,252.41,PHLDFW,9167.08
1856,2011,4,1303,1163,268.04,PHLDFW,9167.08
1857,2012,1,1303,1014,280.74,PHLDFW,9167.08
1858,2012,2,1303,1194,283.28,PHLDFW,9167.08
1859,2012,3,1303,1183,256.41,PHLDFW,9167.08
1860,2012,4,1303,1264,237.84,PHLDFW,9167.08
1861,2013,1,1303,1078,268.18,PHLDFW,9167.08
1862,2011,3,879,1163,214.81,PHXDFW,6922.93
1863,2011,4,879,1390,221.09,PHXDFW,6922.93
1864,2012,1,879,1482,220.53,PHXDFW,6922.93
1865,2012,2,879,1435,205.66,PHXDFW,6922.93
1866,2012,3,879,1184,208.24,PHXDFW,6922.93
1867,2012,4,879,1451,213.99,PHXDFW,6922.93
1868,2013,1,879,1451,216.42,PHXDFW,6922.93
1869,2011,3,1476,2751,210.75,SFODFW,9279.38
1870,2011,4,1476,2701,205.5,SFODFW,9279.38
1871,2012,1,1476,2307,207.28,SFODFW,9279.38
1872,2012,2,1476,2598,247.83,SFODFW,9279.38
1873,2012,3,1476,2574,236.22,SFODFW,9279.38
1874,2012,4,1476,2408,243.84,SFODFW,9279.38
1875,2013,1,1476,2092,246.49,SFODFW,9279.38
1876,2011,3,1670,1392,249.4,SEADFW,10713.69
1877,2011,4,1670,1097,240.73,SEADFW,10713.69
1878,2012,1,1670,916,250.03,SEADFW,10713.69
1879,2012,2,1670,1221,260.99,SEADFW,10713.69
1880,2012,3,1670,1359,260.93,SEADFW,10713.69
1881,2012,4,1670,1082,249.84,SEADFW,10713.69
1882,2013,1,1670,1028,242.32,SEADFW,10713.69
1883,2011,3,1123,1123,183.15,DTWDEN,4113.97
1884,2011,4,1123,943,197.55,DTWDEN,4113.97
1885,2012,1,1123,747,187.7,DTWDEN,4113.97
1886,2012,2,1123,889,194.53,DTWDEN,4113.97
1887,2012,3,1123,1027,193.85,DTWDEN,4113.97
1888,2012,4,1123,932,197.82,DTWDEN,4113.97
1889,2013,1,1123,844,177.65,DTWDEN,4113.97
1890,2011,3,883,2077,177.18,IAHDEN,3425.35
1891,2011,4,883,1985,181.6,IAHDEN,3425.35
1892,2012,1,883,1817,194.13,IAHDEN,3425.35
1893,2012,2,883,1849,204.26,IAHDEN,3425.35
1894,2012,3,883,1951,215.06,IAHDEN,3425.35
1895,2012,4,883,1859,214.82,IAHDEN,3425.35
1896,2013,1,883,1991,216.53,IAHDEN,3425.35
1897,2011,3,628,2458,121.42,LASDEN,4407.42
1898,2011,4,628,2362,130.42,LASDEN,4407.42
1899,2012,1,628,2364,137.04,LASDEN,4407.42
1900,2012,2,628,2402,134.37,LASDEN,4407.42
1901,2012,3,628,2286,123.86,LASDEN,4407.42
1902,2012,4,628,2378,125.45,LASDEN,4407.42
1903,2013,1,628,2587,128.67,LASDEN,4407.42
1904,2011,3,862,4774,158.71,LAXDEN,5086.15
1905,2011,4,862,4646,161.52,LAXDEN,5086.15
1906,2012,1,862,4055,154.21,LAXDEN,5086.15
1907,2012,2,862,4611,163.93,LAXDEN,5086.15
1908,2012,3,862,4718,165.58,LAXDEN,5086.15
1909,2012,4,862,4379,172.05,LAXDEN,5086.15
1910,2013,1,862,4034,169.86,LAXDEN,5086.15
1911,2011,3,1709,909,208.62,MIADEN,5211.35
1912,2011,4,1709,1130,222.61,MIADEN,5211.35
1913,2012,1,1709,1332,220.38,MIADEN,5211.35
1914,2012,2,1709,1148,204.76,MIADEN,5211.35
1915,2012,3,1709,972,189.46,MIADEN,5211.35
1916,2012,4,1709,1279,203.88,MIADEN,5211.35
1917,2013,1,1709,1480,216.61,MIADEN,5211.35
1918,2011,3,680,2114,138.75,MSPDEN,3032.81
1919,2011,4,680,1778,148.73,MSPDEN,3032.81
1920,2012,1,680,1467,141.84,MSPDEN,3032.81
1921,2012,2,680,1825,143.49,MSPDEN,3032.81
1922,2012,3,680,2105,143.71,MSPDEN,3032.81
1923,2012,4,680,1756,139.6,MSPDEN,3032.81
1924,2013,1,680,1673,139.18,MSPDEN,3032.81
1925,2011,3,1659,3267,256.25,JFKDEN,4302.0
1926,2011,3,1659,3267,256.25,LGADEN,8815.12
1927,2011,3,1659,3267,256.25,EWRDEN,6301.13
1928,2011,4,1659,2851,234.97,JFKDEN,4302.0
1929,2011,4,1659,2851,234.97,LGADEN,8815.12
1930,2011,4,1659,2851,234.97,EWRDEN,6301.13
1931,2012,1,1659,2514,219.56,JFKDEN,4302.0
1932,2012,1,1659,2514,219.56,LGADEN,8815.12
1933,2012,1,1659,2514,219.56,EWRDEN,6301.13
1934,2012,2,1659,3138,220.29,JFKDEN,4302.0
1935,2012,2,1659,3138,220.29,LGADEN,8815.12
1936,2012,2,1659,3138,220.29,EWRDEN,6301.13
1937,2012,3,1659,3690,210.77,JFKDEN,4302.0
1938,2012,3,1659,3690,210.77,LGADEN,8815.12
1939,2012,3,1659,3690,210.77,EWRDEN,6301.13
1940,2012,4,1659,3143,213.06,JFKDEN,4302.0
1941,2012,4,1659,3143,213.06,LGADEN,8815.12
1942,2012,4,1659,3143,213.06,EWRDEN,6301.13
1943,2013,1,1659,3059,211.38,JFKDEN,4302.0
1944,2013,1,1659,3059,211.38,LGADEN,8815.12
1945,2013,1,1659,3059,211.38,EWRDEN,6301.13
1946,2011,3,1546,1020,205.83,MCODEN,7880.92
1947,2011,4,1546,1202,214.75,MCODEN,7880.92
1948,2012,1,1546,1285,221.22,MCODEN,7880.92
1949,2012,2,1546,1226,222.07,MCODEN,7880.92
1950,2012,3,1546,1063,196.35,MCODEN,7880.92
1951,2012,4,1546,1384,201.23,MCODEN,7880.92
1952,2013,1,1546,1446,215.72,MCODEN,7880.92
1953,2011,3,1558,1213,238.07,PHLDEN,6080.92
1954,2011,4,1558,1048,215.43,PHLDEN,6080.92
1955,2012,1,1558,864,218.11,PHLDEN,6080.92
1956,2012,2,1558,1036,234.04,PHLDEN,6080.92
1957,2012,3,1558,1236,221.06,PHLDEN,6080.92
1958,2012,4,1558,1078,209.31,PHLDEN,6080.92
