,Year,quarter,miles_distance,daily_passengers,average_fare,DEP,ARR,ROUTE
1325,2012,1,594,913,229.27,ATL,DTW,DTWATL
1326,2012,2,594,1277,200.35,ATL,DTW,DTWATL
1327,2012,3,594,1225,186.37,ATL,DTW,DTWATL
1328,2012,4,594,1197,196.94,ATL,DTW,DTWATL
1329,2013,1,594,943,211.14,ATL,DTW,DTWATL
1330,2011,3,696,1373,203.41,ATL,IAH,IAHATL
1331,2011,4,696,1417,211.15,ATL,IAH,IAHATL
1332,2012,1,696,1454,204.08,ATL,IAH,IAHATL
1333,2012,2,696,1743,192.26,ATL,IAH,IAHATL
1334,2012,3,696,1612,176.59,ATL,IAH,IAHATL
1335,2012,4,696,1716,174.66,ATL,IAH,IAHATL
1336,2013,1,696,1588,185.98,ATL,IAH,IAHATL
1337,2011,3,1747,1274,230.24,ATL,LAS,LASATL
1338,2011,4,1747,1274,239.82,ATL,LAS,LASATL
1339,2012,1,1747,1414,241.58,ATL,LAS,LASATL
1340,2012,2,1747,1519,234.42,ATL,LAS,LASATL
1341,2012,3,1747,1237,237.96,ATL,LAS,LASATL
1342,2012,4,1747,1236,240.79,ATL,LAS,LASATL
1343,2013,1,1747,1363,246.87,ATL,LAS,LASATL
1344,2011,3,1946,2761,250.1,ATL,LAX,LAXATL
1345,2011,4,1947,2667,256.13,ATL,LAX,LAXATL
1346,2012,1,1947,2339,258.51,ATL,LAX,LAXATL
1347,2012,2,1947,2943,262.96,ATL,LAX,LAXATL
1348,2012,3,1947,2805,251.9,ATL,LAX,LAXATL
1349,2012,4,1947,2664,267.67,ATL,LAX,LAXATL
1350,2013,1,1947,2346,276.97,ATL,LAX,LAXATL
1351,2011,3,594,3115,125.48,ATL,MIA,MIAATL
1352,2011,4,594,3335,125.31,ATL,MIA,MIAATL
1353,2012,1,594,3154,143.94,ATL,MIA,MIAATL
1354,2012,2,594,3461,130.12,ATL,MIA,MIAATL
1355,2012,3,594,3039,124.34,ATL,MIA,MIAATL
1356,2012,4,594,2898,154.4,ATL,MIA,MIAATL
1357,2013,1,594,2875,166.15,ATL,MIA,MIAATL
1358,2011,3,907,1272,205.98,ATL,MSP,MSPATL
1359,2011,4,907,1121,223.22,ATL,MSP,MSPATL
1360,2012,1,907,933,253.81,ATL,MSP,MSPATL
1361,2012,2,907,1148,231.47,ATL,MSP,MSPATL
1362,2012,3,907,1214,208.15,ATL,MSP,MSPATL
1363,2012,4,907,1077,216.15,ATL,MSP,MSPATL
1364,2013,1,907,909,243.33,ATL,MSP,MSPATL
1365,2011,3,795,6033,205.29,ATL,JFK,JFKATL
1366,2011,3,795,6033,205.29,ATL,LGA,LGAATL
1367,2011,3,795,6033,205.29,ATL,EWR,EWRATL
1368,2011,4,795,5891,220.43,ATL,JFK,JFKATL
1369,2011,4,795,5891,220.43,ATL,LGA,LGAATL
1370,2011,4,795,5891,220.43,ATL,EWR,EWRATL
1371,2012,1,795,5016,224.2,ATL,JFK,JFKATL
1372,2012,1,795,5016,224.2,ATL,LGA,LGAATL
1373,2012,1,795,5016,224.2,ATL,EWR,EWRATL
1374,2012,2,795,6590,204.27,ATL,JFK,JFKATL
1375,2012,2,795,6590,204.27,ATL,LGA,LGAATL
1376,2012,2,795,6590,204.27,ATL,EWR,EWRATL
1377,2012,3,795,6702,184.52,ATL,JFK,JFKATL
1378,2012,3,795,6702,184.52,ATL,LGA,LGAATL
1379,2012,3,795,6702,184.52,ATL,EWR,EWRATL
1380,2012,4,795,6536,194.28,ATL,JFK,JFKATL
1381,2012,4,795,6536,194.28,ATL,LGA,LGAATL
1382,2012,4,795,6536,194.28,ATL,EWR,EWRATL
1383,2013,1,795,5447,197.2,ATL,JFK,JFKATL
1384,2013,1,795,5447,197.2,ATL,LGA,LGAATL
1385,2013,1,795,5447,197.2,ATL,EWR,EWRATL
1386,2011,3,404,1306,160.58,ATL,MCO,MCOATL
1387,2011,4,404,1368,167.32,ATL,MCO,MCOATL
1388,2012,1,404,1488,186.2,ATL,MCO,MCOATL
1389,2012,2,404,1554,154.71,ATL,MCO,MCOATL
1390,2012,3,404,1365,142.11,ATL,MCO,MCOATL
1391,2012,4,404,1622,147.71,ATL,MCO,MCOATL
1392,2013,1,404,1687,157.68,ATL,MCO,MCOATL
1393,2011,3,666,2066,174.92,ATL,PHL,PHLATL
1394,2011,4,666,1876,191.17,ATL,PHL,PHLATL
1395,2012,1,666,1564,209.58,ATL,PHL,PHLATL
1396,2012,2,666,2014,182.78,ATL,PHL,PHLATL
1397,2012,3,666,1959,170.34,ATL,PHL,PHLATL
1398,2012,4,666,1838,186.63,ATL,PHL,PHLATL
1399,2013,1,666,1471,206.53,ATL,PHL,PHLATL
1400,2011,3,1587,863,190.23,ATL,PHX,PHXATL
1401,2011,4,1587,973,215.89,ATL,PHX,PHXATL
1402,2012,1,1587,935,221.41,ATL,PHX,PHXATL
1403,2012,2,1587,1055,205.58,ATL,PHX,PHXATL
1404,2012,3,1587,842,193.78,ATL,PHX,PHXATL
1405,2012,4,1587,1025,216.89,ATL,PHX,PHXATL
1406,2013,1,1587,901,235.26,ATL,PHX,PHXATL
1407,2011,3,2139,1677,275.6,ATL,SFO,SFOATL
1408,2011,4,2139,1581,286.55,ATL,SFO,SFOATL
1409,2012,1,2139,1313,289.93,ATL,SFO,SFOATL
1410,2012,2,2139,1674,301.21,ATL,SFO,SFOATL
1411,2012,3,2139,1767,276.76,ATL,SFO,SFOATL
1412,2012,4,2139,1831,271.31,ATL,SFO,SFOATL
1413,2013,1,2139,1427,295.07,ATL,SFO,SFOATL
1414,2011,3,2182,1136,261.18,ATL,SEA,SEAATL
1415,2011,4,2182,804,282.92,ATL,SEA,SEAATL
1416,2012,1,2182,626,310.19,ATL,SEA,SEAATL
1417,2012,2,2182,1030,276.3,ATL,SEA,SEAATL
1418,2012,3,2182,1169,273.22,ATL,SEA,SEAATL
1419,2012,4,2182,846,291.29,ATL,SEA,SEAATL
1420,2013,1,2182,701,294.75,ATL,SEA,SEAATL
1421,2011,3,737,1701,146.93,BOS,CLT,CLTBOS
1422,2011,4,737,1538,150.42,BOS,CLT,CLTBOS
1423,2012,1,737,1141,151.39,BOS,CLT,CLTBOS
1424,2012,2,737,1703,167.08,BOS,CLT,CLTBOS
1425,2012,3,737,1707,159.3,BOS,CLT,CLTBOS
1426,2012,4,737,1578,151.78,BOS,CLT,CLTBOS
1427,2013,1,737,1301,144.84,BOS,CLT,CLTBOS
1428,2011,3,867,4534,176.17,BOS,ORD,ORDBOS
1429,2011,4,867,4159,172.83,BOS,ORD,ORDBOS
1430,2012,1,867,3040,156.69,BOS,ORD,ORDBOS
1431,2012,2,867,4670,175.88,BOS,ORD,ORDBOS
1432,2012,3,867,4944,175.13,BOS,ORD,ORDBOS
1433,2012,4,867,4158,186.19,BOS,ORD,ORDBOS
1434,2013,1,867,3030,168.48,BOS,ORD,ORDBOS
1435,2011,3,1562,1569,297.3,BOS,DFW,DFWBOS
1436,2011,4,1562,1340,319.36,BOS,DFW,DFWBOS
1437,2012,1,1562,1103,356.81,BOS,DFW,DFWBOS
1438,2012,2,1562,1790,262.52,BOS,DFW,DFWBOS
1439,2012,3,1562,1891,231.68,BOS,DFW,DFWBOS
1440,2012,4,1562,1680,219.26,BOS,DFW,DFWBOS
1441,2013,1,1562,1413,229.88,BOS,DFW,DFWBOS
1442,2011,3,1754,1978,233.35,BOS,DEN,DENBOS
1443,2011,4,1754,1582,211.57,BOS,DEN,DENBOS
1444,2012,1,1754,1390,198.34,BOS,DEN,DENBOS
1445,2012,2,1754,1826,223.31,BOS,DEN,DENBOS
1446,2012,3,1754,2124,231.54,BOS,DEN,DENBOS
1447,2012,4,1754,1570,231.99,BOS,DEN,DENBOS
1448,2013,1,1754,1382,230.13,BOS,DEN,DENBOS
1449,2011,3,632,978,271.24,BOS,DTW,DTWBOS
1450,2011,4,632,940,260.29,BOS,DTW,DTWBOS
1451,2012,1,632,708,274.63,BOS,DTW,DTWBOS
1452,2012,2,632,922,304.17,BOS,DTW,DTWBOS
1453,2012,3,632,982,275.07,BOS,DTW,DTWBOS
1454,2012,4,632,928,283.1,BOS,DTW,DTWBOS
1455,2013,1,632,660,309.13,BOS,DTW,DTWBOS
1456,2011,3,1609,1115,278.94,BOS,IAH,IAHBOS
1457,2011,4,1609,942,288.48,BOS,IAH,IAHBOS
1458,2012,1,1609,771,299.32,BOS,IAH,IAHBOS
1459,2012,2,1609,1040,309.45,BOS,IAH,IAHBOS
1460,2012,3,1609,1068,297.0,BOS,IAH,IAHBOS
1461,2012,4,1609,1018,305.69,BOS,IAH,IAHBOS
1462,2013,1,1609,817,313.7,BOS,IAH,IAHBOS
1463,2011,3,2381,1464,247.0,BOS,LAS,LASBOS
1464,2011,4,2381,1294,250.65,BOS,LAS,LASBOS
1465,2012,1,2381,1301,247.44,BOS,LAS,LASBOS
1466,2012,2,2381,1625,263.22,BOS,LAS,LASBOS
1467,2012,3,2381,1304,252.61,BOS,LAS,LASBOS
1468,2012,4,2381,1284,242.82,BOS,LAS,LASBOS
1469,2013,1,2381,1281,250.88,BOS,LAS,LASBOS
1470,2011,3,2611,3522,301.57,BOS,LAX,LAXBOS
1471,2011,4,2611,3076,282.77,BOS,LAX,LAXBOS
1472,2012,1,2611,2693,264.59,BOS,LAX,LAXBOS
1473,2012,2,2611,3524,307.64,BOS,LAX,LAXBOS
1474,2012,3,2611,3638,304.98,BOS,LAX,LAXBOS
1475,2012,4,2611,3278,288.78,BOS,LAX,LAXBOS
1476,2013,1,2611,2702,279.87,BOS,LAX,LAXBOS
1477,2011,3,1283,2722,166.25,BOS,MIA,MIABOS
1478,2011,4,1283,3085,187.39,BOS,MIA,MIABOS
1479,2012,1,1283,4046,199.99,BOS,MIA,MIABOS
1480,2012,2,1283,3323,201.18,BOS,MIA,MIABOS
1481,2012,3,1283,2625,180.76,BOS,MIA,MIABOS
1482,2012,4,1283,3313,191.74,BOS,MIA,MIABOS
1483,2013,1,1283,4185,197.89,BOS,MIA,MIABOS
1484,2011,3,1124,1461,244.29,BOS,MSP,MSPBOS
1485,2011,4,1124,1125,261.41,BOS,MSP,MSPBOS
1486,2012,1,1124,775,285.78,BOS,MSP,MSPBOS
1487,2012,2,1124,1295,281.49,BOS,MSP,MSPBOS
1488,2012,3,1124,1438,254.85,BOS,MSP,MSPBOS
1489,2012,4,1124,1108,275.65,BOS,MSP,MSPBOS
1490,2013,1,1124,783,290.16,BOS,MSP,MSPBOS
1491,2011,3,209,3558,192.74,BOS,JFK,JFKBOS
1492,2011,3,209,3558,192.74,BOS,LGA,LGABOS
1493,2011,3,209,3558,192.74,BOS,EWR,EWRBOS
1494,2011,4,209,3671,190.77,BOS,JFK,JFKBOS
1495,2011,4,209,3671,190.77,BOS,LGA,LGABOS
1496,2011,4,209,3671,190.77,BOS,EWR,EWRBOS
1497,2012,1,209,3300,194.98,BOS,JFK,JFKBOS
1498,2012,1,209,3300,194.98,BOS,LGA,LGABOS
1499,2012,1,209,3300,194.98,BOS,EWR,EWRBOS
1500,2012,2,209,3883,201.31,BOS,JFK,JFKBOS
1501,2012,2,209,3883,201.31,BOS,LGA,LGABOS
1502,2012,2,209,3883,201.31,BOS,EWR,EWRBOS
1503,2012,3,209,3573,191.49,BOS,JFK,JFKBOS
1504,2012,3,209,3573,191.49,BOS,LGA,LGABOS
1505,2012,3,209,3573,191.49,BOS,EWR,EWRBOS
1506,2012,4,209,3680,184.31,BOS,JFK,JFKBOS
1507,2012,4,209,3680,184.31,BOS,LGA,LGABOS
1508,2012,4,209,3680,184.31,BOS,EWR,EWRBOS
1509,2013,1,209,3350,193.27,BOS,JFK,JFKBOS
1510,2013,1,209,3350,193.27,BOS,LGA,LGABOS
1511,2013,1,209,3350,193.27,BOS,EWR,EWRBOS
1512,2011,3,1142,3654,147.78,BOS,MCO,MCOBOS
1513,2011,4,1142,3961,168.78,BOS,MCO,MCOBOS
1514,2012,1,1142,4314,179.97,BOS,MCO,MCOBOS
1515,2012,2,1142,4396,186.12,BOS,MCO,MCOBOS
1516,2012,3,1142,3403,163.49,BOS,MCO,MCOBOS
1517,2012,4,1142,4043,168.38,BOS,MCO,MCOBOS
1518,2013,1,1142,4838,164.15,BOS,MCO,MCOBOS
1519,2011,3,289,2470,133.44,BOS,PHL,PHLBOS
1520,2011,4,289,2659,126.75,BOS,PHL,PHLBOS
1521,2012,1,289,1847,191.46,BOS,PHL,PHLBOS
1522,2012,2,289,1752,252.35,BOS,PHL,PHLBOS
1523,2012,3,289,1543,254.01,BOS,PHL,PHLBOS
1524,2012,4,289,1538,256.72,BOS,PHL,PHLBOS
1525,2013,1,289,1341,281.64,BOS,PHL,PHLBOS
1526,2011,3,2300,1173,215.21,BOS,PHX,PHXBOS
1527,2011,4,2300,1246,225.01,BOS,PHX,PHXBOS
1528,2012,1,2300,1190,215.65,BOS,PHX,PHXBOS
1529,2012,2,2300,1411,232.58,BOS,PHX,PHXBOS
1530,2012,3,2300,1112,234.12,BOS,PHX,PHXBOS
1531,2012,4,2300,1185,240.33,BOS,PHX,PHXBOS
1532,2013,1,2300,1102,244.01,BOS,PHX,PHXBOS
1533,2011,3,2704,3709,319.63,BOS,SFO,SFOBOS
1534,2011,4,2704,3235,302.87,BOS,SFO,SFOBOS
1535,2012,1,2704,2630,284.22,BOS,SFO,SFOBOS
1536,2012,2,2704,3722,326.7,BOS,SFO,SFOBOS
1537,2012,3,2704,3962,327.71,BOS,SFO,SFOBOS
1538,2012,4,2704,3414,326.23,BOS,SFO,SFOBOS
1539,2013,1,2704,2712,338.24,BOS,SFO,SFOBOS
1540,2011,3,2496,1384,297.27,BOS,SEA,SEABOS
1541,2011,4,2496,951,274.34,BOS,SEA,SEABOS
1542,2012,1,2496,735,255.47,BOS,SEA,SEABOS
1543,2012,2,2496,1151,290.9,BOS,SEA,SEABOS
1544,2012,3,2496,1327,308.66,BOS,SEA,SEABOS
1545,2012,4,2496,971,292.37,BOS,SEA,SEABOS
1546,2013,1,2496,693,282.85,BOS,SEA,SEABOS
1547,2011,3,599,1000,225.43,CLT,ORD,ORDCLT
1548,2011,4,599,894,239.54,CLT,ORD,ORDCLT
1549,2012,1,599,689,275.7,CLT,ORD,ORDCLT
1550,2012,2,599,984,240.24,CLT,ORD,ORDCLT
1551,2012,3,599,987,257.74,CLT,ORD,ORDCLT
1552,2012,4,599,966,248.33,CLT,ORD,ORDCLT
1553,2013,1,599,772,266.08,CLT,ORD,ORDCLT
1554,2011,3,936,658,273.86,CLT,DFW,DFWCLT
1555,2011,4,936,569,320.96,CLT,DFW,DFWCLT
1556,2012,1,936,600,309.67,CLT,DFW,DFWCLT
1557,2012,2,936,754,297.69,CLT,DFW,DFWCLT
1558,2012,3,936,628,301.01,CLT,DFW,DFWCLT
1559,2012,4,936,746,264.22,CLT,DFW,DFWCLT
1560,2013,1,936,637,291.24,CLT,DFW,DFWCLT
1561,2011,3,1337,391,296.21,CLT,DEN,DENCLT
1562,2011,4,1337,375,274.79,CLT,DEN,DENCLT
1563,2012,1,1337,347,281.24,CLT,DEN,DENCLT
1564,2012,2,1337,395,285.72,CLT,DEN,DENCLT
1565,2012,3,1337,427,293.69,CLT,DEN,DENCLT
1566,2012,4,1337,399,293.73,CLT,DEN,DENCLT
1567,2013,1,1337,365,293.58,CLT,DEN,DENCLT
1568,2011,3,500,393,236.79,CLT,DTW,DTWCLT
1569,2011,4,500,338,267.95,CLT,DTW,DTWCLT
1570,2012,1,500,318,277.97,CLT,DTW,DTWCLT
1571,2012,2,500,426,256.87,CLT,DTW,DTWCLT
1572,2012,3,500,357,276.51,CLT,DTW,DTWCLT
1573,2012,4,500,390,261.57,CLT,DTW,DTWCLT
1574,2013,1,500,311,299.88,CLT,DTW,DTWCLT
1575,2011,3,920,394,273.2,CLT,IAH,IAHCLT
1576,2011,4,920,349,298.66,CLT,IAH,IAHCLT
1577,2012,1,920,318,358.81,CLT,IAH,IAHCLT
1578,2012,2,920,364,358.02,CLT,IAH,IAHCLT
1579,2012,3,920,367,336.37,CLT,IAH,IAHCLT
1580,2012,4,920,381,319.97,CLT,IAH,IAHCLT
1581,2013,1,920,352,321.61,CLT,IAH,IAHCLT
1582,2011,3,1916,539,247.91,CLT,LAS,LASCLT
1583,2011,4,1916,513,262.71,CLT,LAS,LASCLT
1584,2012,1,1916,526,270.9,CLT,LAS,LASCLT
1585,2012,2,1916,607,264.81,CLT,LAS,LASCLT
1586,2012,3,1916,477,265.23,CLT,LAS,LASCLT
1587,2012,4,1916,508,257.78,CLT,LAS,LASCLT
1588,2013,1,1916,609,258.5,CLT,LAS,LASCLT
1589,2011,3,2125,772,313.54,CLT,LAX,LAXCLT
1590,2011,4,2125,799,302.61,CLT,LAX,LAXCLT
1591,2012,1,2125,647,330.17,CLT,LAX,LAXCLT
1592,2012,2,2125,915,301.89,CLT,LAX,LAXCLT
1593,2012,3,2125,860,302.25,CLT,LAX,LAXCLT
1594,2012,4,2125,825,311.77,CLT,LAX,LAXCLT
1595,2013,1,2125,712,335.1,CLT,LAX,LAXCLT
1596,2011,3,650,669,211.5,CLT,MIA,MIACLT
1597,2011,4,650,794,207.3,CLT,MIA,MIACLT
1598,2012,1,650,736,229.44,CLT,MIA,MIACLT
1599,2012,2,650,749,223.57,CLT,MIA,MIACLT
1600,2012,3,650,647,223.27,CLT,MIA,MIACLT
1601,2012,4,650,768,221.94,CLT,MIA,MIACLT
1602,2013,1,650,776,231.15,CLT,MIA,MIACLT
1603,2011,3,930,454,247.4,CLT,MSP,MSPCLT
1604,2011,4,930,426,259.41,CLT,MSP,MSPCLT
1605,2012,1,930,285,333.81,CLT,MSP,MSPCLT
1606,2012,2,930,422,309.8,CLT,MSP,MSPCLT
1607,2012,3,930,452,268.69,CLT,MSP,MSPCLT
1608,2012,4,930,409,272.5,CLT,MSP,MSPCLT
1609,2013,1,930,320,319.48,CLT,MSP,MSPCLT
1610,2011,3,575,2813,180.95,CLT,JFK,JFKCLT
1611,2011,3,575,2813,180.95,CLT,LGA,LGACLT
1612,2011,3,575,2813,180.95,CLT,EWR,EWRCLT
1613,2011,4,575,2970,177.87,CLT,JFK,JFKCLT
1614,2011,4,575,2970,177.87,CLT,LGA,LGACLT
1615,2011,4,575,2970,177.87,CLT,EWR,EWRCLT
1616,2012,1,575,2360,184.67,CLT,JFK,JFKCLT
1617,2012,1,575,2360,184.67,CLT,LGA,LGACLT
1618,2012,1,575,2360,184.67,CLT,EWR,EWRCLT
1619,2012,2,575,3263,172.7,CLT,JFK,JFKCLT
1620,2012,2,575,3263,172.7,CLT,LGA,LGACLT
1621,2012,2,575,3263,172.7,CLT,EWR,EWRCLT
1622,2012,3,575,3298,163.26,CLT,JFK,JFKCLT
1623,2012,3,575,3298,163.26,CLT,LGA,LGACLT
1624,2012,3,575,3298,163.26,CLT,EWR,EWRCLT
1625,2012,4,575,3513,148.51,CLT,JFK,JFKCLT
1626,2012,4,575,3513,148.51,CLT,LGA,LGACLT
1627,2012,4,575,3513,148.51,CLT,EWR,EWRCLT
1628,2013,1,575,2928,152.05,CLT,JFK,JFKCLT
1629,2013,1,575,2928,152.05,CLT,LGA,LGACLT
1630,2013,1,575,2928,152.05,CLT,EWR,EWRCLT
1631,2011,3,468,613,149.45,CLT,MCO,MCOCLT
1632,2011,4,468,803,138.61,CLT,MCO,MCOCLT
1633,2012,1,468,813,151.5,CLT,MCO,MCOCLT
1634,2012,2,468,891,133.71,CLT,MCO,MCOCLT
1635,2012,3,468,579,168.62,CLT,MCO,MCOCLT
1636,2012,4,468,525,220.63,CLT,MCO,MCOCLT
1637,2013,1,468,571,224.53,CLT,MCO,MCOCLT
1638,2011,3,449,602,250.44,CLT,PHL,PHLCLT
1639,2011,4,449,573,244.59,CLT,PHL,PHLCLT
1640,2012,1,449,544,262.21,CLT,PHL,PHLCLT
1641,2012,2,449,626,261.29,CLT,PHL,PHLCLT
1642,2012,3,449,536,261.08,CLT,PHL,PHLCLT
1643,2012,4,449,532,262.12,CLT,PHL,PHLCLT
1644,2013,1,449,549,261.66,CLT,PHL,PHLCLT
1645,2011,3,1773,297,312.36,CLT,PHX,PHXCLT
1646,2011,4,1773,363,303.42,CLT,PHX,PHXCLT
1647,2012,1,1773,346,322.44,CLT,PHX,PHXCLT
1648,2012,2,1773,368,309.09,CLT,PHX,PHXCLT
1649,2012,3,1773,301,303.16,CLT,PHX,PHXCLT
1650,2012,4,1773,397,300.49,CLT,PHX,PHXCLT
1651,2013,1,1773,424,305.05,CLT,PHX,PHXCLT
1652,2011,3,2296,584,342.16,CLT,SFO,SFOCLT
1653,2011,4,2296,542,339.03,CLT,SFO,SFOCLT
1654,2012,1,2296,504,342.26,CLT,SFO,SFOCLT
1655,2012,2,2296,661,348.08,CLT,SFO,SFOCLT
1656,2012,3,2296,635,339.53,CLT,SFO,SFOCLT
1657,2012,4,2296,567,356.76,CLT,SFO,SFOCLT
1658,2013,1,2296,502,358.92,CLT,SFO,SFOCLT
1659,2011,3,2279,386,294.22,CLT,SEA,SEACLT
1660,2011,4,2279,264,287.63,CLT,SEA,SEACLT
1661,2012,1,2279,199,306.71,CLT,SEA,SEACLT
1662,2012,2,2279,316,308.97,CLT,SEA,SEACLT
1663,2012,3,2279,372,310.8,CLT,SEA,SEACLT
1664,2012,4,2279,231,330.2,CLT,SEA,SEACLT
1665,2013,1,2279,219,290.6,CLT,SEA,SEACLT
1666,2011,3,802,3146,216.03,ORD,DFW,DFWORD
1667,2011,4,802,3399,188.95,ORD,DFW,DFWORD
1668,2012,1,802,2689,217.2,ORD,DFW,DFWORD
1669,2012,2,802,3220,228.67,ORD,DFW,DFWORD
1670,2012,3,802,3427,209.72,ORD,DFW,DFWORD
1671,2012,4,802,3254,210.38,ORD,DFW,DFWORD
1672,2013,1,802,2712,210.31,ORD,DFW,DFWORD
1673,2011,3,895,3057,188.85,ORD,DEN,DENORD
1674,2011,4,895,2760,171.54,ORD,DEN,DENORD
1675,2012,1,895,2347,170.23,ORD,DEN,DENORD
1676,2012,2,895,2898,169.52,ORD,DEN,DENORD
1677,2012,3,895,3383,171.12,ORD,DEN,DENORD
1678,2012,4,895,2905,164.87,ORD,DEN,DENORD
1679,2013,1,895,2685,168.97,ORD,DEN,DENORD
1680,2011,3,235,1464,149.86,ORD,DTW,DTWORD
1681,2011,4,235,1497,138.47,ORD,DTW,DTWORD
1682,2012,1,235,1438,133.13,ORD,DTW,DTWORD
1683,2012,2,235,1522,146.7,ORD,DTW,DTWORD
1684,2012,3,235,1468,139.76,ORD,DTW,DTWORD
1685,2012,4,235,1542,143.29,ORD,DTW,DTWORD
1686,2013,1,235,1370,145.1,ORD,DTW,DTWORD
1687,2011,3,945,2338,226.19,ORD,IAH,IAHORD
1688,2011,4,945,2179,225.53,ORD,IAH,IAHORD
1689,2012,1,945,1725,263.74,ORD,IAH,IAHORD
1690,2012,2,945,2145,271.69,ORD,IAH,IAHORD
1691,2012,3,945,2207,257.68,ORD,IAH,IAHORD
1692,2012,4,945,2320,252.92,ORD,IAH,IAHORD
1693,2013,1,945,2024,247.19,ORD,IAH,IAHORD
1694,2011,3,1521,3338,195.15,ORD,LAS,LASORD
1695,2011,4,1521,3048,183.85,ORD,LAS,LASORD
1696,2012,1,1521,3326,183.5,ORD,LAS,LASORD
1697,2012,2,1521,3512,197.42,ORD,LAS,LASORD
1698,2012,3,1521,3301,188.04,ORD,LAS,LASORD
1699,2012,4,1521,2942,201.88,ORD,LAS,LASORD
1700,2013,1,1521,2958,215.33,ORD,LAS,LASORD
1701,2011,3,1750,6272,219.45,ORD,LAX,LAXORD
1702,2011,4,1750,5657,214.93,ORD,LAX,LAXORD
1703,2012,1,1750,5141,197.84,ORD,LAX,LAXORD
1704,2012,2,1750,5981,231.59,ORD,LAX,LAXORD
1705,2012,3,1750,5946,237.66,ORD,LAX,LAXORD
1706,2012,4,1750,5495,243.9,ORD,LAX,LAXORD
1707,2013,1,1750,4725,233.89,ORD,LAX,LAXORD
1708,2011,3,1197,2755,168.97,ORD,MIA,MIAORD
1709,2011,4,1197,3370,196.23,ORD,MIA,MIAORD
1710,2012,1,1197,3708,207.49,ORD,MIA,MIAORD
1711,2012,2,1197,3338,184.63,ORD,MIA,MIAORD
1712,2012,3,1197,2783,166.27,ORD,MIA,MIAORD
1713,2012,4,1197,3475,196.72,ORD,MIA,MIAORD
1714,2013,1,1197,3868,214.62,ORD,MIA,MIAORD
1715,2011,3,349,2984,145.33,ORD,MSP,MSPORD
1716,2011,4,349,2857,161.0,ORD,MSP,MSPORD
1717,2012,1,349,2440,145.97,ORD,MSP,MSPORD
1718,2012,2,349,2987,149.76,ORD,MSP,MSPORD
1719,2012,3,349,3012,132.4,ORD,MSP,MSPORD
1720,2012,4,349,3042,128.89,ORD,MSP,MSPORD
1721,2013,1,349,2521,135.73,ORD,MSP,MSPORD
1722,2011,3,773,10321,182.35,ORD,JFK,JFKORD
1723,2011,3,773,10321,182.35,ORD,LGA,LGAORD
1724,2011,3,773,10321,182.35,ORD,EWR,EWRORD
1725,2011,4,773,10209,170.98,ORD,JFK,JFKORD
1726,2011,4,773,10209,170.98,ORD,LGA,LGAORD
1727,2011,4,773,10209,170.98,ORD,EWR,EWRORD
1728,2012,1,773,8117,171.04,ORD,JFK,JFKORD
1729,2012,1,773,8117,171.04,ORD,LGA,LGAORD
1730,2012,1,773,8117,171.04,ORD,EWR,EWRORD
1731,2012,2,773,10572,196.45,ORD,JFK,JFKORD
1732,2012,2,773,10572,196.45,ORD,LGA,LGAORD
1733,2012,2,773,10572,196.45,ORD,EWR,EWRORD
1734,2012,3,773,10418,193.67,ORD,JFK,JFKORD
1735,2012,3,773,10418,193.67,ORD,LGA,LGAORD
1736,2012,3,773,10418,193.67,ORD,EWR,EWRORD
1737,2012,4,773,9643,199.93,ORD,JFK,JFKORD
1738,2012,4,773,9643,199.93,ORD,LGA,LGAORD
1739,2012,4,773,9643,199.93,ORD,EWR,EWRORD
1740,2013,1,773,8084,194.72,ORD,JFK,JFKORD
1741,2013,1,773,8084,194.72,ORD,LGA,LGAORD
1742,2013,1,773,8084,194.72,ORD,EWR,EWRORD
1743,2011,3,1005,2770,159.18,ORD,MCO,MCOORD
1744,2011,4,1005,3228,170.82,ORD,MCO,MCOORD
1745,2012,1,1005,3592,172.45,ORD,MCO,MCOORD
1746,2012,2,1005,3939,161.66,ORD,MCO,MCOORD
1747,2012,3,1005,3191,144.83,ORD,MCO,MCOORD
1748,2012,4,1005,3418,168.01,ORD,MCO,MCOORD
1749,2013,1,1005,3457,186.41,ORD,MCO,MCOORD
1750,2011,3,678,2412,216.91,ORD,PHL,PHLORD
1751,2011,4,678,2371,203.46,ORD,PHL,PHLORD
1752,2012,1,678,1874,214.8,ORD,PHL,PHLORD
1753,2012,2,678,2532,226.08,ORD,PHL,PHLORD
1754,2012,3,678,2588,198.45,ORD,PHL,PHLORD
1755,2012,4,678,2530,199.71,ORD,PHL,PHLORD
1756,2013,1,678,1962,209.61,ORD,PHL,PHLORD
1757,2011,3,1444,2216,205.75,ORD,PHX,PHXORD
1758,2011,4,1444,2562,212.43,ORD,PHX,PHXORD
1759,2012,1,1444,2536,234.43,ORD,PHX,PHXORD
1760,2012,2,1444,2334,233.79,ORD,PHX,PHXORD
1761,2012,3,1444,1989,223.87,ORD,PHX,PHXORD
1762,2012,4,1444,2568,217.01,ORD,PHX,PHXORD
1763,2013,1,1444,2861,220.79,ORD,PHX,PHXORD
1764,2011,3,1855,4548,250.61,ORD,SFO,SFOORD
1765,2011,4,1855,4068,228.1,ORD,SFO,SFOORD
1766,2012,1,1855,3391,216.75,ORD,SFO,SFOORD
1767,2012,2,1855,4179,268.99,ORD,SFO,SFOORD
